date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:47:00	24657/24657	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/pages/46-distributed-computing.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/pages/46-distributed-computing.html	(from http://www.composingprograms.com/)
23:47:01	20896/20896	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/pages/47-distributed-data-processing.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/pages/47-distributed-data-processing.html	(from http://www.composingprograms.com/)
23:47:02	38009/38009	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/pages/48-parallel-computing.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/pages/48-parallel-computing.html	(from http://www.composingprograms.com/)
23:47:03	0/-1	---M--	302	error ('')			http://www.composingprograms.com/.	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/.23.delayed	(from http://www.composingprograms.com/projects.html)
23:47:03	0/-1	---M--	302	error ('')			http://www.composingprograms.com/.	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/.24.delayed	(from http://www.composingprograms.com/about.html)
23:47:04	2000/2000	---MC-	200	added ('OK')	text/css	date:Mon,%2027%20Feb%202017%2018:45:53%20GMT	http://www.composingprograms.com/theme/css/pygment.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/css/pygment.css	(from http://www.composingprograms.com/theme/css/cp.css)
23:47:04	6852/6852	---M--	200	added ('OK')	text/css	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/theme/css/cp.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/theme/css/cp.css	(from http://www.composingprograms.com/versions/v1/)
23:47:05	242/242	---M--	302	error ('Found')	text/html	date:Mon,%2027%20Feb%202017%2018:47:06%20GMT	http://www.composingprograms.com/versions/v1/.	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/.26.delayed	(from http://www.composingprograms.com/versions/v1/)
23:47:06	26834/26834	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/11-getting-started.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/11-getting-started.html	(from http://www.composingprograms.com/versions/v1/)
23:47:06	38402/38402	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/12-elements-of-programming.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/12-elements-of-programming.html	(from http://www.composingprograms.com/versions/v1/)
23:47:08	111084/111084	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/13-defining-new-functions.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/13-defining-new-functions.html	(from http://www.composingprograms.com/versions/v1/)
23:47:09	15392/15392	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/14-designing-functions.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/14-designing-functions.html	(from http://www.composingprograms.com/versions/v1/)
23:47:10	54890/54890	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/15-control.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/15-control.html	(from http://www.composingprograms.com/versions/v1/)
23:47:12	575010/575010	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/16-higher-order-functions.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/16-higher-order-functions.html	(from http://www.composingprograms.com/versions/v1/)
23:47:12	158381/158381	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/17-recursive-functions.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/17-recursive-functions.html	(from http://www.composingprograms.com/versions/v1/)
23:47:13	19661/19661	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/21-introduction.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/21-introduction.html	(from http://www.composingprograms.com/versions/v1/)
23:47:15	37732/37732	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/22-data-abstraction.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/22-data-abstraction.html	(from http://www.composingprograms.com/versions/v1/)
23:47:16	170658/170658	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/23-sequences.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/23-sequences.html	(from http://www.composingprograms.com/versions/v1/)
23:47:17	279388/279388	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/24-mutable-data.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/24-mutable-data.html	(from http://www.composingprograms.com/versions/v1/)
23:47:19	74238/74238	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/25-object-oriented-programming.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/25-object-oriented-programming.html	(from http://www.composingprograms.com/versions/v1/)
23:47:19	35164/35164	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/26-implementing-classes-and-objects.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/26-implementing-classes-and-objects.html	(from http://www.composingprograms.com/versions/v1/)
23:47:23	186072/186072	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/27-recursive-data-structures.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/27-recursive-data-structures.html	(from http://www.composingprograms.com/versions/v1/)
23:47:25	81490/81490	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/28-generic-operations.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/28-generic-operations.html	(from http://www.composingprograms.com/versions/v1/)
23:47:25	8931/8931	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/31-introduction.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/31-introduction.html	(from http://www.composingprograms.com/versions/v1/)
23:47:26	23058/23058	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/32-functional-programming.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/32-functional-programming.html	(from http://www.composingprograms.com/versions/v1/)
23:47:30	23282/23282	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/33-exceptions.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/33-exceptions.html	(from http://www.composingprograms.com/versions/v1/)
23:47:31	39428/39428	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/34-interpreters-for-languages-with-combination.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/34-interpreters-for-languages-with-combination.html	(from http://www.composingprograms.com/versions/v1/)
23:47:33	22585/22585	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/35-interpreters-for-languages-with-abstraction.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/35-interpreters-for-languages-with-abstraction.html	(from http://www.composingprograms.com/versions/v1/)
23:47:33	8798/8798	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/41-introduction.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/41-introduction.html	(from http://www.composingprograms.com/versions/v1/)
23:47:34	63531/63531	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/42-implicit-sequences.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/42-implicit-sequences.html	(from http://www.composingprograms.com/versions/v1/)
23:47:35	20282/20282	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/43-declarative-programming.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/43-declarative-programming.html	(from http://www.composingprograms.com/versions/v1/)
23:47:36	32253/32253	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/44-unification.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/44-unification.html	(from http://www.composingprograms.com/versions/v1/)
23:47:37	23432/23432	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/45-distributed-computing.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/45-distributed-computing.html	(from http://www.composingprograms.com/versions/v1/)
23:47:38	19671/19671	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/46-distributed-data-processing.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/46-distributed-data-processing.html	(from http://www.composingprograms.com/versions/v1/)
23:47:39	36784/36784	---M-Z	200	added ('OK')	text/html	etag:%22Q-jK7A%22	http://www.composingprograms.com/versions/v1/pages/47-parallel-computing.html	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/versions/v1/pages/47-parallel-computing.html	(from http://www.composingprograms.com/versions/v1/)
23:47:40	17259/17259	---M--	200	added ('OK')	text/css	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/pytutor.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/pytutor.css	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:47:42	20190/20190	---M--	200	added ('OK')	text/css	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/ui-lightness/jquery-ui-1.8.21.custom.css	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:47:42	4648/4648	---M--	200	added ('OK')	text/css	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/css/codemirror.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/css/codemirror.css	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:47:43	1001/1001	---M--	200	added ('OK')	text/css	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/coding-js/coding.css	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/coding-js/coding.css	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:47:46	4119/4119	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/js/jquery.ba-bbq.min.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/js/jquery.ba-bbq.min.js	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:47:50	41908/41908	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/js/jquery-ui-1.8.24.custom.min.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/js/jquery-ui-1.8.24.custom.min.js	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:47:51	93435/93435	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/js/jquery-1.8.2.min.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/js/jquery-1.8.2.min.js	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:47:52	12146/12146	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/js/codemirror/python.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/js/codemirror/python.js	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:05	120545/120545	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/js/jquery.jsPlumb-1.3.10-all-min.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/js/jquery.jsPlumb-1.3.10-all-min.js	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:08	132841/132841	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/js/codemirror/codemirror.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/js/codemirror/codemirror.js	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:08	15166/15166	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/coding-js/coding.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/coding-js/coding.js	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:09	111546/111546	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/js/d3.v2.min.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/js/d3.v2.min.js	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:09	293/293	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:48:11%20GMT	http://www.composingprograms.com/theme/coding-js/	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/coding-js/index.html	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:09	2814/2814	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/js/cp.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/js/cp.js	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:10	135179/135179	---M--	200	added ('OK')	application/javascript	etag:%22Q-jK7A%22	http://www.composingprograms.com/theme/tutor/js/pytutor.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/theme/tutor/js/pytutor.js	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:11	296/296	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:48:12%20GMT	http://www.composingprograms.com/pages/AMSsymbols.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/pages/AMSsymbols.51.delayed	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:11	63083/63083	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cdea7cfc765b9746155f7ba3580ae689%22	http://cdn.mathjax.org/mathjax/latest/MathJax.js?config=TeX-AMS-MML_HTMLorMML	C:/My%20Web%20Sites/Composing%20Programs/cdn.mathjax.org/mathjax/latest/MathJaxdda6.js	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:11	294/294	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:48:13%20GMT	http://www.composingprograms.com/pages/noErrors.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/pages/noErrors.52.delayed	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:12	293/293	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:48:14%20GMT	http://www.composingprograms.com/pages/mml2jax.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/pages/mml2jax.53.delayed	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:13	294/294	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:48:15%20GMT	http://www.composingprograms.com/pages/MathMenu.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/pages/MathMenu.54.delayed	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:14	294/294	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Feb%202017%2018:48:15%20GMT	http://www.composingprograms.com/pages/MathZoom.js	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/pages/MathZoom.55.delayed	(from http://www.composingprograms.com/pages/11-getting-started.html)
23:48:15	10820/10820	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/call_expression.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/call_expression.png	(from http://www.composingprograms.com/pages/12-elements-of-programming.html)
23:48:16	6413/6413	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/function_abs.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/function_abs.png	(from http://www.composingprograms.com/pages/12-elements-of-programming.html)
23:48:17	13658/13658	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/function_print.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/function_print.png	(from http://www.composingprograms.com/pages/12-elements-of-programming.html)
23:48:18	4783/4783	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/pi_sum.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/pi_sum.png	(from http://www.composingprograms.com/pages/16-higher-order-functions.html)
23:48:21	25135/25135	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/newton.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/newton.png	(from http://www.composingprograms.com/pages/16-higher-order-functions.html)
23:48:23	35629/35629	---M--	200	added ('OK')	image/png	etag:%22Q-jK7A%22	http://www.composingprograms.com/img/curves.png	C:/My%20Web%20Sites/Composing%20Programs/www.composingprograms.com/img/curves.png	(from http://www.composingprograms.com/pages/16-higher-order-functions.html)
